question,class1,class2,wh,headWord,synomums1,synomums2,synomums3,AllCaps,AllLowerCase,AllDigits,AllLetters,others,Location,Person,Organization,Money,Percent,Date,Time,DURATION,MISC,NUMBER,SET,ORDINAL,db
what time are sunrise and sunset now approximately in Hermanus?,TTD,TTDSPA,what,sunrise,dawn,dawning,morning,true,true,false,false,flase,1,0,0,0,0,1,0,0,0,0,0,0,   q populatedPlace settlement wgs place place location administrativeDistrict city district geographicalArea location municipality object physicalEntity region site town township tract urbanArea yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCitiesInSouthAfrica wikicatPopulatedPlacesInTheOverstrandLocalMunicipality wikicatTownshipsInTheWesternCape
"Will the shops, markets & tourist attractions such as pyramids be open during the Eid festivities?",TGU,TGUHOL,other,shop,shop,store,none,true,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
What are the place I should contact for quad biking on deserts in Sharm el Sheikh?,TRS,TRSRNT,what,place,topographic_point,place,spot,true,true,false,false,flase,3,0,0,0,0,0,0,0,0,0,0,0,
Is there a left luggage storage in the Jomo Kenyatta Airport?,TGU,TGULUG,other,storage,storage,none,none,true,true,false,false,flase,3,0,0,0,0,0,0,0,0,0,0,0,
Which town on the coast of Kenya do you suggest me in the way that I can have sea holiday days with a safari also?,TTD,TTDSIG,which,coast,seashore,coast,seacoast,true,true,false,false,flase,1,0,0,0,0,0,0,1,0,0,0,0,   q q country populatedPlace wgs country place place location country populatedPlace location administrativeDistrict country district location object physicalEntity region yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatAfricanCountries wikicatBantuCountriesAndTerritories wikicatCountries wikicatCountriesInAfrica wikicatEastAfricanCountries wikicatEnglish wikicatMemberStatesOfTheAfricanUnion wikicatMemberStatesOfTheCommonwealthOfNations wikicatMemberStatesOfTheUnitedNations wikicatStatesAndTerritoriesEstablishedIn wikicatSwahili
"Could anyone please advise me about the best mobile network data card for my Ipad during my visit to Tsavo, Lake Nakuru, Amboseli and Masai Mara?",TGU,TGUTEL,other,card,card,none,none,true,true,false,false,flase,3,2,1,0,0,0,0,0,0,0,0,0, wgs
Do chinese citizens require a kenyan visa to enter kenya?,TGU,TGUVIS,other,do,make,do,none,false,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,
Is it safe to visit mount sinai?,TGU,TGUHEA,other,safe,safe,none,none,false,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
Do they celebrate Halloween with the kids at Ephelia?,ENT,ENTFES,other,they,none,none,none,true,true,false,false,flase,1,0,0,0,0,1,0,0,0,0,0,0,   dUL q holiday abstraction act activity calendarDay day event festival fundamentalQuantity holiday legalHoliday leisure look measure observation psychologicalFeature sensing sensoryActivity timeOff timePeriod vacation yagoPermanentlyLocatedEntity wikicatChristianFestivalsAndHolyDays wikicatChristianHolidays wikicatHalloweenEvents wikicatHolidays wikicatObservances wikicatOctoberObservances wikicatPublicHolidaysInCanada wikicatPublicHolidaysInTheUnitedStates
Is Seychelles a good place to spend the holiday with children?,TTD,TTDSIG,other,place,topographic_point,place,spot,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q q country populatedPlace wgs country place place location country populatedPlace location administrativeDistrict archipelago country district island land location object physicalEntity region yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatAfricanCountries wikicatArchipelagoes wikicatArchipelagoesOfTheIndianOcean wikicatCountries wikicatCountriesInAfrica wikicatEnglish wikicatFrench wikicatIslandCountries wikicatIslandsOfAfrica wikicatIslandsOfTheIndianOcean wikicatMemberStatesOfTheAfricanUnion wikicatMemberStatesOfTheCommonwealthOfNations wikicatMemberStatesOfTheUnitedNations wikicatStatesAndTerritoriesEstablishedIn
Where can I rent a car in Christchurch and what will be the price?,TRS,TRSRNT,what,Christchurch,Christchurch,none,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q populatedPlace settlement wgs place place location populatedPlace village location administrativeDistrict area capital center city district geographicalArea location municipality object physicalEntity provincialCapital region seat settlement site town tract urbanArea village yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatFormerProvincialCapitalsOfNewZealand wikicatNon wikicatPopulatedPlacesEstablishedIn wikicatPortCities wikicatTownsInDorset wikicatVillagesInDorset
Would I be better off traveling by car/van from Auckland to Coromandel?,TRS,TRSRNT,other,car/van,none,none,none,true,true,false,false,flase,2,0,0,0,0,0,0,0,0,0,0,0,   q q city populatedPlace settlement wgs city place place location administrativeDistrict area capital center city district geographicPoint geographicalArea isthmus land location municipality nationalCapital object physicalEntity point port provincialCapital region seat site tract urbanArea yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatFormerNationalCapitalsOfNewZealand wikicatFormerProvincialCapitalsOfNewZealand wikicatIsthmuses wikicatPopulatedCoastalPlacesInNewZealand wikicatPopulatedPlacesEstablishedIn wikicatPortCities wikicatPortCitiesInNewZealand wikicatPortsAndHarboursOfNewZealand
What are the best places to visit during our 3 week honeymoon trip in South Island?,TTD,TTDSIG,what,place,topographic_point,place,spot,true,true,true,true,flase,2,0,0,0,0,0,0,2,0,0,0,0,
Which month is the best to visit Northern island?,TGU,TGUOTH,which,best,best,none,none,true,true,false,false,flase,0,0,0,0,0,0,0,1,0,0,0,0,
Can I hire a tent for camping and how much it would cost me one night in camp?,ACM,ACMBUN,how,camping,camping,encampment,bivouacking,true,true,false,false,flase,0,0,0,0,0,0,1,0,0,1,0,0,
Does anyone know of any places in Christchurch where you can get a medical done at a more reasonable cost?,TGU,TGUHEA,where,place,topographic_point,place,spot,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q populatedPlace settlement wgs place place location populatedPlace village location administrativeDistrict area capital center city district geographicalArea location municipality object physicalEntity provincialCapital region seat settlement site town tract urbanArea village yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatFormerProvincialCapitalsOfNewZealand wikicatNon wikicatPopulatedPlacesEstablishedIn wikicatPortCities wikicatTownsInDorset wikicatVillagesInDorset
What are the best wineries in Napier?,FOD,FODBRE,what,winery,winery,wine_maker,none,true,true,false,false,flase,0,1,0,0,0,0,0,0,0,0,0,0, administrativeDistrict city district geographicPoint geographicalArea location municipality object physicalEntity point port region urbanArea yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatPortCities wikicatPortsAndHarboursOfNewZealand
What are the laneways in Melbourne that have quality street art?,TTD,TTDSIG,what,laneway,none,none,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q q city populatedPlace settlement wgs city place place location city populatedPlace village administrativeDistrict area capital center city district geographicalArea landmark location municipality nationalCapital object physicalEntity point position region region seat site tract urbanArea yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatAustralianCapitalCities wikicatCitiesInAustralia wikicatCitiesInVictoria wikicatCoastalCitiesInAustralia wikicatFormerNationalCapitals wikicatLandmarksInMelbourne wikicatMetropolitanAreasOfAustralia wikicatPopulatedPlacesEstablishedIn wikicatPopulatedPlacesEstablishedInThe wikicatPortCitiesInAustralia wikicatRegionsOfVictoria
In Rottnest which way of travelling suits better for a family with a 8 year old boy?,TRS,TRSOTH,which,in,inch,in,none,true,true,true,true,flase,1,0,0,0,0,0,0,3,0,0,0,0,
Could anyone recommend a good camping spot on Moreton island for a family with 3 children under age 6?,ACM,ACMBUN,other,island,island,none,none,true,true,true,true,flase,1,0,0,0,0,0,0,0,0,2,0,0,   dUL q timePeriod year album artifact instrumentality medium object physicalEntity whole wikicat wikicatElectronicaAlbums   dUL q timePeriod year
What is the best supermarket price wise and quality wise in Perth?,TTD,TTDSHP,what,price,price,terms,damage,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q q city populatedPlace settlement wgs city place place location city populatedPlace village location administrativeDistrict city district geographicalArea location municipality object physicalEntity region residentialDistrict site suburb town tract urbanArea yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatAustralianCapitalCities wikicatCitiesInAustralia wikicatCitiesInWesternAustralia wikicatCoastalCitiesInAustralia wikicatPopulatedPlacesEstablishedIn wikicatSuburbsOfPerth wikicatTownsInWesternAustralia
Is it cheaper to buy the tickets online than at the gate for theme park?,TTD,TTDSIG,other,cheaper,none,none,none,false,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
Any idea if there is any restaurant serve frozen bellini cocktail?,FOD,FODBAK,other,cocktail,cocktail,none,none,false,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
Does tour operator for great barrier reef pick up and drop tourists from Lilybank?,TGU,TGUTOP,other,tour,tour,circuit,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q populatedPlace settlement wgs place place location geographicalArea location object physicalEntity region site tract yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity
What is the price of clothing in perth,TGU,TGUAVE,what,price,price,terms,damage,false,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
Which one of pram or Stroller  suits better for a 10 month old child in fiji island?,TGU,TGUOTH,which,better,better,none,none,true,true,true,true,flase,0,0,0,0,0,0,0,3,0,1,0,0,
Where can I find a coconut crab meal in Taveuni?,FOD,FODBAK,where,Taveuni,none,none,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q q island populatedPlace wgs place place location mountain abstraction amorphousShape attribute crack island land location object opening physicalEntity shape space vent yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatIslandsOfFiji wikicatIslandsOfOceania wikicatIslandsOfThePacificOcean wikicatShieldVolcanoes wikicatVolcanoesOfFiji
"can you hire flippers and beach towels on Treasure, or should we be taking our own??",TGU,TGUATT,other,can,,,,true,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
I'd love to hear more about any positive or negative experiences anyone knows of with respect to Indians in Fiji?,TGU,TGUOTH,other,more,more,more_than,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,1,0,0,0,   q q country populatedPlace wgs country place place location country populatedPlace location administrativeDistrict archipelago country district land location object physicalEntity region yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatArchipelagoes wikicatArchipelagoesOfThePacificOcean wikicatCountries wikicatCountriesInOceania wikicatEnglish wikicatHindustani wikicatIslandCountries wikicatMemberStatesOfTheCommonwealthOfNations wikicatMemberStatesOfTheUnitedNations wikicatStatesAndTerritoriesEstablishedIn
Can you advise if there are places to buy basic supplies in Arthur's Pass?,TTD,TTDSHP,other,pass,base_on_balls,walk,pass,true,true,false,false,flase,0,1,0,0,0,0,0,0,0,0,0,0,   q q givenName name abstraction firstName languageUnit name part relation
Are US credit cards including AMEX accepted in most places in New Zealand?,TGU,TGUBAN,other,card,card,none,none,true,true,false,false,flase,3,0,1,0,0,0,0,0,0,0,0,0, abbreviation abstraction form languageUnit part relation word wikicatAbbreviations
What is the best bargain hotel in Auckland CBD?,ACM,ACMHOT,what,hotel,hotel,none,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q q city populatedPlace settlement wgs city place place location administrativeDistrict area capital center city district geographicPoint geographicalArea isthmus land location municipality nationalCapital object physicalEntity point port provincialCapital region seat site tract urbanArea yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatFormerNationalCapitalsOfNewZealand wikicatFormerProvincialCapitalsOfNewZealand wikicatIsthmuses wikicatPopulatedCoastalPlacesInNewZealand wikicatPopulatedPlacesEstablishedIn wikicatPortCities wikicatPortCitiesInNewZealand wikicatPortsAndHarboursOfNewZealand
Could please tell me the total driving time from Kaikoura to Punakaiki?,TRS,TRSROU,other,Kaikoura,none,none,none,true,true,false,false,flase,1,1,0,0,0,0,0,0,0,0,0,0,   q populatedPlace settlement wgs place place location geographicalArea location object physicalEntity region site tract yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatPopulatedPlacesInNewZealand wikicatPopulatedPlacesInTheCanterburyRegion   q populatedPlace settlement wgs place place location abstraction administrativeDistrict arrangement district formation geographicalArea group location object physicalEntity region site tract yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatPopulatedPlacesInNewZealand wikicatPopulatedPlacesInTheWestCoastRegion wikicatRockFormationsInNewZealand
What are the local authentic food we must try at Australia?,FOD,FODAUT,what,food,food,nutrient,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q q country populatedPlace wgs country place place location country populatedPlace location administrativeDistrict country district island land location object physicalEntity region yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCountries wikicatCountriesInOceania wikicatEnglish wikicatFederalCountries wikicatIslandCountries wikicatIslands wikicatMemberStatesOfTheCommonwealthOfNations wikicatMemberStatesOfTheUnitedNations wikicatStatesAndTerritoriesEstablishedIn
Is Badgingarra National Park worth the visit?,TTD,TTDSIG,other,Park,park,parkland,none,true,true,false,false,flase,3,0,0,0,0,0,0,0,0,0,0,0,
Can anyone recommend shops selling ladies hats in Sydney?,TTD,TTDSHP,other,Sydney,Sydney,none,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q q city populatedPlace settlement wgs city place place location city populatedPlace village location administrativeDistrict area city district geographicPoint geographicalArea location municipality object physicalEntity point port region residentialDistrict site suburb tract urbanArea yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatAustralianCapitalCities wikicatCitiesInAustralia wikicatCitiesInNewSouthWales wikicatMetropolitanAreasOfAustralia wikicatPopulatedPlacesEstablishedIn wikicatPortCitiesInAustralia wikicatPortsAndHarbours wikicatSuburbsOfSydney
Any good wineries in Rutherglen?,FOD,FODBRE,other,winery,winery,wine_maker,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q populatedPlace settlement wgs place place location administrativeDistrict city district geographicalArea location municipality object physicalEntity region site town tract urbanArea yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCitiesInScotland wikicatTownsInSouthLanarkshire
Are there any lookout points that I should not miss at Kings Park?,TTD,TTDSIG,other,point,indicate,point,show,true,true,false,false,flase,2,0,0,0,0,0,0,0,0,0,0,0,
Taxi cost Melbourne Airport to Clyde?,TRS,TRSOTH,other,Airport,airport,airdrome,aerodrome,true,true,false,false,flase,2,1,0,0,0,0,0,0,0,0,0,0, geographicalArea location object physicalEntity region site tract yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCensus wikicatPopulatedPlacesInContraCostaCounty
Can anyone recommend a day tour of the swan valley with visits to wineries included?,TGU,TGUTOP,other,valley,valley,vale,none,false,true,false,false,flase,0,0,0,0,0,0,0,2,0,0,0,0,
Is there a wifi egg rental at the Sydney airport?,TGU,TGUTEL,other,rental,lease,rental,letting,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q q city populatedPlace settlement wgs city place place location city populatedPlace village location administrativeDistrict area city district geographicPoint geographicalArea location municipality object physicalEntity point port region residentialDistrict site suburb tract urbanArea yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatAustralianCapitalCities wikicatCitiesInAustralia wikicatCitiesInNewSouthWales wikicatMetropolitanAreasOfAustralia wikicatPopulatedPlacesEstablishedIn wikicatPortCitiesInAustralia wikicatPortsAndHarbours wikicatSuburbsOfSydney
What can we do for 5 hour layover at Sydney airport?,TTD,TTDSIG,what,layover,stop,stopover,layover,true,true,true,true,flase,1,0,0,0,0,0,0,2,0,0,0,0,   q q city populatedPlace settlement wgs city place place location city populatedPlace village location administrativeDistrict area city district geographicPoint geographicalArea location municipality object physicalEntity point port region residentialDistrict site suburb tract urbanArea yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatAustralianCapitalCities wikicatCitiesInAustralia wikicatCitiesInNewSouthWales wikicatMetropolitanAreasOfAustralia wikicatPopulatedPlacesEstablishedIn wikicatPortCitiesInAustralia wikicatPortsAndHarbours wikicatSuburbsOfSydney
Is it possible to book a ticket on arrival to climb Sydney Harbour Bridge?,TTD,TTDSIG,other,possible,possible,none,none,true,true,false,false,flase,3,0,0,0,0,0,0,0,0,0,0,0,
Does tour operator for great barrier reef pick up and drop tourists from Lilybank?,TGU,TGUTOP,other,tour,tour,circuit,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q populatedPlace settlement wgs place place location geographicalArea location object physicalEntity region site tract yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity
What exactly is there to do on the Green island?,TTD,TTDOTH,what,island,island,none,none,true,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
How are the beaches in Sydney during March?,TTD,TGURUL,how,beach,beach,none,none,true,true,false,false,flase,1,0,0,0,0,1,0,0,0,0,0,0,   q q city populatedPlace settlement wgs city place place location city populatedPlace village location administrativeDistrict area city district geographicPoint geographicalArea location municipality object physicalEntity point port region residentialDistrict site suburb tract urbanArea yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatAustralianCapitalCities wikicatCitiesInAustralia wikicatCitiesInNewSouthWales wikicatMetropolitanAreasOfAustralia wikicatPopulatedPlacesEstablishedIn wikicatPortCitiesInAustralia wikicatPortsAndHarbours wikicatSuburbsOfSydney   abstraction calendarMonth fundamentalQuantity measure timePeriod wikicatMonths
Does anyone know of any alternative campervan hire companies that accommodate one way journeys from Perth to Carnarvon?,TGU,TGUTOP,other,campervan,none,none,none,true,true,false,false,flase,2,0,0,0,0,0,0,0,0,1,0,0,   q q city populatedPlace settlement wgs city place place location city populatedPlace village location administrativeDistrict city district geographicalArea location municipality object physicalEntity region residentialDistrict site suburb town tract urbanArea yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatAustralianCapitalCities wikicatCitiesInAustralia wikicatCitiesInWesternAustralia wikicatCoastalCitiesInAustralia wikicatPopulatedPlacesEstablishedIn wikicatSuburbsOfPerth wikicatTownsInWesternAustralia administrativeDistrict city district geographicalArea location municipality object physicalEntity region site tract urbanArea yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCitiesInWesternAustralia wikicatPortCities
What's the best way to get around Sydney?,TRS,TRSOTH,what,way,manner,mode,style,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q q city populatedPlace settlement wgs city place place location city populatedPlace village location administrativeDistrict area city district geographicPoint geographicalArea location municipality object physicalEntity point port region residentialDistrict site suburb tract urbanArea yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatAustralianCapitalCities wikicatCitiesInAustralia wikicatCitiesInNewSouthWales wikicatMetropolitanAreasOfAustralia wikicatPopulatedPlacesEstablishedIn wikicatPortCitiesInAustralia wikicatPortsAndHarbours wikicatSuburbsOfSydney
Where would be the ideal place to go for whale tour if in early December?,TGU,TGUTOP,where,place,topographic_point,place,spot,true,true,false,false,flase,0,0,0,0,0,2,0,0,0,0,0,0,
What are the companies which offer hot air balloon rides in Gold Coast?,TTD,TTDSPO,what,company,company,none,none,true,true,false,false,flase,2,0,0,0,0,0,0,0,0,0,0,0,
Does anyone have suggestions for the best / most cost effective way to get a local cellphone for about two weeks when we visit Australia?,TGU,TGUTEL,when,most,most,none,none,true,true,false,false,flase,1,0,0,0,0,0,0,3,0,0,0,0,   q q country populatedPlace wgs country place place location country populatedPlace location administrativeDistrict country district island land location object physicalEntity region yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCountries wikicatCountriesInOceania wikicatEnglish wikicatFederalCountries wikicatIslandCountries wikicatIslands wikicatMemberStatesOfTheCommonwealthOfNations wikicatMemberStatesOfTheUnitedNations wikicatStatesAndTerritoriesEstablishedIn
Does anyone have any suggestions for areas or companies that facilitate  fishing in Dar Es Salaam?,TTD,TTDSPO,other,area,area,country,none,true,true,false,false,flase,3,0,0,0,0,0,0,0,0,0,0,0,
Is there are private drivers for shuttle to get from Victoria Falls or Livingstone to go to Windhoek?,TRS,TRSTRN,other,be,be,none,none,true,true,false,false,flase,3,1,0,0,0,0,0,0,0,0,0,0, administrativeDistrict area capital center city district geographicalArea location municipality nationalCapital object physicalEntity region seat site tract urbanArea yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCitiesInZambia wikicatDistrictsOfZambia wikicatFormerNationalCapitals wikicatPopulatedPlacesInZambia   q q city populatedPlace settlement wgs city place place location populatedPlace village location administrativeDistrict area capital center city district geographicalArea location municipality object physicalEntity region seat site tract urbanArea yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCitiesInNamibia wikicatPopulatedPlacesEstablishedIn wikicatPopulatedPlacesInTheKhomasRegion wikicatRegionalCapitalsInNamibia
